bank_ref_id,transaction_id,settled_amount_paise,settlement_date,instrument_type,merchant_id,fee_paise,gst_paise,settlement_id,utr,currency,gross_amount_paise
bnk_7481981,7481981,4158,2010-01-02,CREDIT_CARD,77509,85,15,set_7481981,,,4258
bnk_7481982,7481982,10110,2010-01-02,DEBIT_CARD,1218,102,18,set_7481982,,,10230
bnk_7481984,7481984,8620,2010-01-02,CREDIT_CARD,32087,177,32,set_7481984,,,8829
bnk_7481985,7481985,1729,2010-01-02,DEBIT_CARD,83480,18,3,set_7481985,,,1750
bnk_7481986,7481986,3540,2010-01-02,DEBIT_CARD,85059,36,6,set_7481986,,,3582
bnk_7481987,7481987,54,2010-01-02,DEBIT_CARD,14528,1,0,set_7481987,,,55
bnk_7481988,7481988,828,2010-01-02,DEBIT_CARD,46284,8,1,set_7481988,,,837
bnk_7481990,7481990,6423,2010-01-02,DEBIT_CARD,43293,65,12,set_7481990,,,6500
bnk_7481991,7481991,3567,2010-01-02,DEBIT_CARD,39021,35,6,set_7481991,,,3530
bnk_7481992,7481992,2589,2010-01-02,DEBIT_CARD,18563,25,5,set_7481992,,,2500
bnk_7481993,7481993,1402,2010-01-02,DEBIT_CARD,17930,14,3,set_7481993,,,1419
bnk_7481994,7481994,4712,2010-01-02,DEBIT_CARD,60569,48,9,set_7481994,,,4769
bnk_7481996,7481996,252,2010-01-02,DEBIT_CARD,61195,2,0,set_7481996,,,180
bnk_7481997,7481997,3933,2010-01-02,DEBIT_CARD,43293,39,7,set_7481997,,,3875
bnk_7481998,7481998,2227,2010-01-02,DEBIT_CARD,59350,23,4,set_7481998,,,2254
bnk_7481998b,7481998,2227,2010-01-02,DEBIT_CARD,59350,23,4,set_7481998b,,,2254
bnk_7481999,7481999,1432,2010-01-02,DEBIT_CARD,18563,14,3,set_7481999,,,1449
bnk_7482000,7482000,1852,2010-01-02,DEBIT_CARD,47399,18,3,set_7482000,,,1788
bnk_7482001,7482001,5235,2010-01-02,DEBIT_CARD,74931,52,9,set_7482001,,,5202
bnk_7482002,7482002,3906,2010-01-02,CREDIT_CARD,27092,80,14,set_7482002,,,4000
bnk_7482003,7482003,984,2010-01-02,DEBIT_CARD,75781,10,2,set_7482003,,,996
bnk_7482004,7482004,7663,2010-01-02,CREDIT_CARD,22204,157,28,set_7482004,,,7848
bnk_7482005,7482005,36210,2010-01-02,CREDIT_CARD,4802,742,134,set_7482005,,,37086
bnk_7482005b,7482005,36210,2010-01-02,CREDIT_CARD,4802,742,134,set_7482005b,,,37086
bnk_7482007,7482007,1641,2010-01-02,DEBIT_CARD,78940,17,3,set_7482007,,,1661
bnk_7482008,7482008,1458,2010-01-02,CREDIT_CARD,70801,30,5,set_7482008,,,1493
bnk_7482009,7482009,116,2010-01-02,DEBIT_CARD,14528,1,0,set_7482009,,,117
bnk_7482010,7482010,3059,2010-01-02,DEBIT_CARD,85376,31,6,set_7482010,,,3096
bnk_7482011,7482011,918,2010-01-02,CREDIT_CARD,35123,19,3,set_7482011,,,940
bnk_7482013,7482013,11469,2010-01-02,CREDIT_CARD,60569,235,42,set_7482013,,,11746
bnk_7482014,7482014,2192,2010-01-02,DEBIT_CARD,88280,21,4,set_7482014,,,2148
bnk_7482015,7482015,14345,2010-01-02,CREDIT_CARD,27865,294,53,set_7482015,,,14692
bnk_7482016,7482016,1731,2010-01-02,DEBIT_CARD,69972,18,3,set_7482016,,,1752
bnk_7482016b,7482016,1731,2010-01-02,DEBIT_CARD,69972,18,3,set_7482016b,,,1752
bnk_7482017,7482017,8548,2010-01-02,DEBIT_CARD,37882,87,16,set_7482017,,,8651
bnk_7482018,7482018,1534,2010-01-02,DEBIT_CARD,59935,16,3,set_7482018,,,1553
bnk_7482020,7482020,8447,2010-01-02,DEBIT_CARD,61195,85,15,set_7482020,,,8547
bnk_7482021,7482021,3628,2010-01-02,DEBIT_CARD,69956,37,7,set_7482021,,,3672
bnk_7482023,7482023,9390,2010-01-02,CREDIT_CARD,28395,192,35,set_7482023,,,9617
bnk_7482024,7482024,5664,2010-01-02,DEBIT_CARD,36934,57,10,set_7482024,,,5731
bnk_7482026,7482026,6264,2010-01-02,DEBIT_CARD,61195,62,11,set_7482026,,,6200
bnk_7482027,7482027,113,2010-01-02,DEBIT_CARD,14528,1,0,set_7482027,,,114
bnk_7482028,7482028,307,2010-01-02,CREDIT_CARD,50783,6,1,set_7482028,,,314
bnk_7482029,7482029,6226,2010-01-02,DEBIT_CARD,59935,63,11,set_7482029,,,6300
bnk_7482032,7482032,3272,2010-01-02,DEBIT_CARD,81833,33,6,set_7482032,,,3311
bnk_7482034,7482034,3461,2010-01-02,DEBIT_CARD,98123,35,6,set_7482034,,,3502
bnk_7482035,7482035,2325,2010-01-02,DEBIT_CARD,75781,24,4,set_7482035,,,2353
bnk_7482036,7482036,42,2010-01-02,CREDIT_CARD,14528,1,0,set_7482036,,,43
bnk_7482037,7482037,6703,2010-01-02,CREDIT_CARD,72585,137,25,set_7482037,,,6865
bnk_7482039,7482039,3953,2010-01-02,DEBIT_CARD,27092,40,7,set_7482039,,,4000
bnk_7482040,7482040,4015,2010-01-02,DEBIT_CARD,88459,41,7,set_7482040,,,4063
bnk_7482042,7482042,2856,2010-01-02,DEBIT_CARD,18563,29,5,set_7482042,,,2890
bnk_7482043,7482043,124,2010-01-02,DEBIT_CARD,91325,1,0,set_7482043,,,125
bnk_7482044,7482044,1079,2010-01-02,DEBIT_CARD,47399,11,2,set_7482044,,,1092
bnk_7482045,7482045,3966,2010-01-02,CREDIT_CARD,87312,81,15,set_7482045,,,4062
bnk_7482046,7482046,3020,2010-01-02,CREDIT_CARD,60569,62,11,set_7482046,,,3093
bnk_7482047,7482047,1277,2010-01-02,DEBIT_CARD,39261,13,2,set_7482047,,,1292
bnk_7482049,7482049,4847,2010-01-02,CREDIT_CARD,68671,99,18,set_7482049,,,4964
bnk_7482050,7482050,20908,2010-01-02,CREDIT_CARD,48013,428,77,set_7482050,,,21413
bnk_7482051,7482051,10158,2010-01-02,CREDIT_CARD,81833,208,37,set_7482051,,,10403
bnk_7482052,7482052,5649,2010-01-02,DEBIT_CARD,71667,57,10,set_7482052,,,5716
bnk_7482053,7482053,2885,2010-01-02,DEBIT_CARD,13523,29,5,set_7482053,,,2919
bnk_7482054,7482054,5034,2010-01-02,DEBIT_CARD,96246,51,9,set_7482054,,,5094
bnk_7482055,7482055,36959,2010-01-02,DEBIT_CARD,3558,374,67,set_7482055,,,37400
bnk_7482056,7482056,8592,2010-01-02,CREDIT_CARD,30928,176,32,set_7482056,,,8800
bnk_7482057,7482057,1402,2010-01-02,CREDIT_CARD,18563,29,5,set_7482057,,,1436
bnk_7482060,7482060,126,2010-01-02,DEBIT_CARD,14528,1,0,set_7482060,,,127
bnk_7482061,7482061,1940,2010-01-02,DEBIT_CARD,55250,20,4,set_7482061,,,1964
bnk_7482062,7482062,2958,2010-01-02,DEBIT_CARD,88459,29,5,set_7482062,,,2903
bnk_7482063,7482063,864,2010-01-02,DEBIT_CARD,77572,9,2,set_7482063,,,875
bnk_7482064,7482064,10634,2010-01-02,DEBIT_CARD,9638,108,19,set_7482064,,,10761
bnk_7482065,7482065,6840,2010-01-02,CREDIT_CARD,76639,140,25,set_7482065,,,7005
bnk_7482066,7482066,309,2010-01-02,CREDIT_CARD,59935,6,1,set_7482066,,,316
bnk_7482067,7482067,2290,2010-01-02,DEBIT_CARD,68671,23,4,set_7482067,,,2317
bnk_7482068,7482068,2047,2010-01-02,DEBIT_CARD,59935,21,4,set_7482068,,,2072
bnk_7482069,7482069,5236,2010-01-02,CREDIT_CARD,26810,107,19,set_7482069,,,5362
bnk_7482070,7482070,1687,2010-01-02,DEBIT_CARD,9932,17,3,set_7482070,,,1707
bnk_7482071,7482071,1304,2010-01-02,DEBIT_CARD,59935,13,2,set_7482071,,,1319
bnk_7482073,7482073,11167,2010-01-02,DEBIT_CARD,83229,113,20,set_7482073,,,11300
bnk_7482074,7482074,1174,2010-01-02,CREDIT_CARD,24504,22,4,set_7482074,,,1113
bnk_7482075,7482075,1174,2010-01-02,DEBIT_CARD,474,12,2,set_7482075,,,1188
bnk_7482076,7482076,11026,2010-01-02,DEBIT_CARD,41122,112,20,set_7482076,,,11158
bnk_7482077,7482077,356,2010-01-02,DEBIT_CARD,68335,4,1,set_7482077,,,361
bnk_7482078,7482078,983,2010-01-02,CREDIT_CARD,16751,20,4,set_7482078,,,1007
bnk_7482079,7482079,1874,2010-01-02,DEBIT_CARD,18563,19,3,set_7482079,,,1896
bnk_7482080,7482080,5399,2010-01-02,CREDIT_CARD,99370,111,20,set_7482080,,,5530
bnk_7482081,7482081,8931,2010-01-02,CREDIT_CARD,60569,183,33,set_7482081,,,9147
bnk_7482082,7482082,22089,2010-01-02,DEBIT_CARD,89949,224,40,set_7482082,,,22353
bnk_7482083,7482083,5559,2010-01-02,CREDIT_CARD,98648,114,21,set_7482083,,,5694
bnk_7482084,7482084,2497,2010-01-02,CREDIT_CARD,69956,51,9,set_7482084,,,2557
bnk_7482085,7482085,2453,2010-01-02,CREDIT_CARD,37421,50,9,set_7482085,,,2512
bnk_7482085b,7482085,2453,2010-01-02,CREDIT_CARD,37421,50,9,set_7482085b,,,2512
bnk_7482087,7482087,4883,2010-01-02,DEBIT_CARD,59935,49,9,set_7482087,,,4941
bnk_7482088,7482088,16138,2010-01-02,DEBIT_CARD,48238,163,29,set_7482088,,,16330
bnk_7482089,7482089,3181,2010-01-02,DEBIT_CARD,20519,32,6,set_7482089,,,3219
bnk_7482090,7482090,23820,2010-01-02,DEBIT_CARD,27092,240,43,set_7482090,,,24000
bnk_7482092,7482092,7126,2010-01-02,CREDIT_CARD,88459,146,26,set_7482092,,,7298
bnk_7482093,7482093,5210,2010-01-02,DEBIT_CARD,75781,53,10,set_7482093,,,5273
bnk_7482095,7482095,17844,2010-01-02,CREDIT_CARD,20561,366,66,set_7482095,,,18276
bnk_7482096,7482096,174,2010-01-02,DEBIT_CARD,14528,2,0,set_7482096,,,176
bnk_7482098,7482098,166,2010-01-02,DEBIT_CARD,14528,1,0,set_7482098,,,70
bnk_7482099,7482099,13597,2010-01-02,DEBIT_CARD,79927,138,25,set_7482099,,,13760
bnk_7482101,7482101,1785,2010-01-02,DEBIT_CARD,39021,18,3,set_7482101,,,1806
bnk_7482102,7482102,89,2010-01-02,DEBIT_CARD,14528,1,0,set_7482102,,,90
bnk_7482103,7482103,11708,2010-01-02,DEBIT_CARD,17976,118,21,set_7482103,,,11847
bnk_7482104,7482104,9882,2010-01-02,DEBIT_CARD,27092,100,18,set_7482104,,,10000
bnk_7482105,7482105,7969,2010-01-02,DEBIT_CARD,60569,81,15,set_7482105,,,8065
bnk_7482107,7482107,3436,2010-01-02,CREDIT_CARD,50867,70,13,set_7482107,,,3519
bnk_7482107b,7482107,3436,2010-01-02,CREDIT_CARD,50867,70,13,set_7482107b,,,3519
bnk_7482108,7482108,5929,2010-01-02,DEBIT_CARD,27092,60,11,set_7482108,,,6000
bnk_7482109,7482109,5162,2010-01-02,DEBIT_CARD,86959,52,9,set_7482109,,,5223
bnk_7482110,7482110,2601,2010-01-02,DEBIT_CARD,54850,26,5,set_7482110,,,2632
bnk_7482111,7482111,5799,2010-01-02,DEBIT_CARD,60569,58,10,set_7482111,,,5773
bnk_7482113,7482113,3911,2010-01-02,DEBIT_CARD,73186,40,7,set_7482113,,,3958
bnk_7482114,7482114,1031,2010-01-02,CREDIT_CARD,24504,21,4,set_7482114,,,1056
bnk_7482115,7482115,20863,2010-01-02,DEBIT_CARD,20468,211,38,set_7482115,,,21112
bnk_7482116,7482116,1470,2010-01-02,DEBIT_CARD,50783,15,3,set_7482116,,,1488
bnk_7482117,7482117,13691,2010-01-02,DEBIT_CARD,12076,139,25,set_7482117,,,13855
bnk_7482120,7482120,7030,2010-01-02,CREDIT_CARD,50867,144,26,set_7482120,,,7200
bnk_7482122,7482122,9333,2010-01-02,CREDIT_CARD,75936,191,34,set_7482122,,,9558
bnk_7482123,7482123,18194,2010-01-02,CREDIT_CARD,2793,373,67,set_7482123,,,18634
bnk_7482124,7482124,5565,2010-01-02,CREDIT_CARD,26810,114,21,set_7482124,,,5700
bnk_7482125,7482125,7023,2010-01-02,DEBIT_CARD,89705,71,13,set_7482125,,,7107
bnk_7482126,7482126,6908,2010-01-02,CREDIT_CARD,81833,141,25,set_7482126,,,7074
bnk_7482127,7482127,13367,2010-01-02,CREDIT_CARD,61641,274,49,set_7482127,,,13690
bnk_7482128,7482128,119,2010-01-02,DEBIT_CARD,14528,1,0,set_7482128,,,120
bnk_7482129,7482129,5796,2010-01-02,DEBIT_CARD,2331,59,11,set_7482129,,,5866
bnk_7482131,7482131,2345,2010-01-02,DEBIT_CARD,18563,24,4,set_7482131,,,2373
bnk_7482131b,7482131,2345,2010-01-02,DEBIT_CARD,18563,24,4,set_7482131b,,,2373
bnk_7482132,7482132,3701,2010-01-02,CREDIT_CARD,39021,76,14,set_7482132,,,3791
bnk_7482133,7482133,11901,2010-01-02,DEBIT_CARD,81833,120,22,set_7482133,,,12044
bnk_7482134,7482134,6206,2010-01-02,CREDIT_CARD,94958,127,23,set_7482134,,,6356
bnk_7482135,7482135,1435,2010-01-02,CREDIT_CARD,68705,29,5,set_7482135,,,1469
bnk_7482137,7482137,1778,2010-01-02,CREDIT_CARD,93938,36,6,set_7482137,,,1820
bnk_7482138,7482138,583,2010-01-02,DEBIT_CARD,16798,6,1,set_7482138,,,590
bnk_7482139,7482139,3286,2010-01-02,DEBIT_CARD,30055,33,6,set_7482139,,,3325
bnk_7482140,7482140,7850,2010-01-02,DEBIT_CARD,86737,79,14,set_7482140,,,7943
bnk_7482141,7482141,1255,2010-01-02,CREDIT_CARD,88093,26,5,set_7482141,,,1286
bnk_7482142,7482142,2766,2010-01-02,CREDIT_CARD,99697,57,10,set_7482142,,,2833
bnk_7482145,7482145,953,2010-01-02,DEBIT_CARD,43732,8,1,set_7482145,,,817
bnk_7482148,7482148,2253,2010-01-02,CREDIT_CARD,39021,46,8,set_7482148,,,2307
bnk_7482149,7482149,57,2010-01-02,DEBIT_CARD,14528,1,0,set_7482149,,,58
bnk_7482150,7482150,6527,2010-01-02,DEBIT_CARD,77020,66,12,set_7482150,,,6605
bnk_7482151,7482151,9954,2010-01-02,CREDIT_CARD,73186,204,37,set_7482151,,,10195
bnk_7482152,7482152,8103,2010-01-02,DEBIT_CARD,68671,82,15,set_7482152,,,8200
bnk_7482153,7482153,4745,2010-01-02,DEBIT_CARD,60644,48,9,set_7482153,,,4802
bnk_7482154,7482154,1553,2010-01-02,DEBIT_CARD,24504,16,3,set_7482154,,,1572
bnk_7482155,7482155,788,2010-01-02,DEBIT_CARD,50783,8,1,set_7482155,,,797
bnk_7482155b,7482155,788,2010-01-02,DEBIT_CARD,50783,8,1,set_7482155b,,,797
bnk_7482156,7482156,1010,2010-01-02,DEBIT_CARD,81833,9,2,set_7482156,,,898
bnk_7482157,7482157,12765,2010-01-02,DEBIT_CARD,60569,129,23,set_7482157,,,12917
bnk_7482158,7482158,4954,2010-01-02,CREDIT_CARD,32175,101,18,set_7482158,,,5073
bnk_7482159,7482159,350,2010-01-02,DEBIT_CARD,90865,4,1,set_7482159,,,355
bnk_7482161,7482161,3663,2010-01-02,DEBIT_CARD,36934,37,7,set_7482161,,,3707
bnk_7482164,7482164,6764,2010-01-02,CREDIT_CARD,20561,139,25,set_7482164,,,6928
bnk_7482165,7482165,3012,2010-01-02,DEBIT_CARD,64954,30,5,set_7482165,,,3047
bnk_7482167,7482167,5139,2010-01-02,DEBIT_CARD,59935,52,9,set_7482167,,,5200
bnk_7482169,7482169,3515,2010-01-02,DEBIT_CARD,75781,36,6,set_7482169,,,3557
bnk_7482170,7482170,7811,2010-01-02,CREDIT_CARD,27092,160,29,set_7482170,,,8000
bnk_7482171,7482171,214,2010-01-02,DEBIT_CARD,14528,1,0,set_7482171,,,76
bnk_7482172,7482172,31622,2010-01-02,DEBIT_CARD,27092,320,58,set_7482172,,,32000
bnk_7482173,7482173,8172,2010-01-02,DEBIT_CARD,75380,83,15,set_7482173,,,8270
bnk_7482174,7482174,11944,2010-01-02,CREDIT_CARD,26810,245,44,set_7482174,,,12233
bnk_7482176,7482176,2130,2010-01-02,DEBIT_CARD,34390,22,4,set_7482176,,,2156
bnk_7482177,7482177,9080,2010-01-02,DEBIT_CARD,59935,91,16,set_7482177,,,9100
bnk_7482178,7482178,1520,2010-01-02,DEBIT_CARD,25887,15,3,set_7482178,,,1538
bnk_7482181,7482181,11858,2010-01-02,DEBIT_CARD,27092,120,22,set_7482181,,,12000
bnk_7482182,7482182,5349,2010-01-02,CREDIT_CARD,20561,110,20,set_7482182,,,5479
bnk_7482183,7482183,3137,2010-01-02,DEBIT_CARD,32606,31,6,set_7482183,,,3084
bnk_7482184,7482184,2039,2010-01-02,DEBIT_CARD,54773,21,4,set_7482184,,,2064
bnk_7482185,7482185,134,2010-01-02,DEBIT_CARD,96490,1,0,set_7482185,,,135
bnk_7482186,7482186,8798,2010-01-02,DEBIT_CARD,7821,89,16,set_7482186,,,8903
bnk_7482187,7482187,3682,2010-01-02,DEBIT_CARD,99173,37,7,set_7482187,,,3726
bnk_7482188,7482188,4228,2010-01-02,DEBIT_CARD,75936,43,8,set_7482188,,,4279
bnk_7482189,7482189,4349,2010-01-02,DEBIT_CARD,19957,44,8,set_7482189,,,4401
bnk_7482190,7482190,2858,2010-01-02,DEBIT_CARD,50783,29,5,set_7482190,,,2892
bnk_7482191,7482191,2360,2010-01-02,CREDIT_CARD,15143,48,9,set_7482191,,,2417
bnk_7482192,7482192,2009,2010-01-02,DEBIT_CARD,86410,20,4,set_7482192,,,2033
bnk_7482193,7482193,5302,2010-01-02,CREDIT_CARD,16798,109,20,set_7482193,,,5431
bnk_7482193b,7482193,5302,2010-01-02,CREDIT_CARD,16798,109,20,set_7482193b,,,5431
bnk_7482194,7482194,9705,2010-01-02,DEBIT_CARD,75936,98,18,set_7482194,,,9821
bnk_7482195,7482195,4651,2010-01-02,CREDIT_CARD,50867,95,17,set_7482195,,,4764
bnk_7482196,7482196,7074,2010-01-02,DEBIT_CARD,3183,72,13,set_7482196,,,7159
bnk_7482197,7482197,15882,2010-01-02,CREDIT_CARD,30286,325,59,set_7482197,,,16266
bnk_7482198,7482198,215,2010-01-02,DEBIT_CARD,86438,2,0,set_7482198,,,217
bnk_7482199,7482199,1216,2010-01-02,DEBIT_CARD,10875,12,2,set_7482199,,,1230
bnk_7482200,7482200,6090,2010-01-02,CREDIT_CARD,25887,125,23,set_7482200,,,6238
bnk_7482202,7482202,19775,2010-01-02,DEBIT_CARD,72139,200,36,set_7482202,,,20011
bnk_7482203,7482203,1852,2010-01-02,CREDIT_CARD,35451,38,7,set_7482203,,,1897
bnk_7482204,7482204,4937,2010-01-02,DEBIT_CARD,75936,50,9,set_7482204,,,4996
bnk_7482206,7482206,4257,2010-01-02,DEBIT_CARD,28913,43,8,set_7482206,,,4308
bnk_7482208,7482208,8350,2010-01-02,DEBIT_CARD,43293,84,15,set_7482208,,,8449
bnk_7482209,7482209,296,2010-01-02,DEBIT_CARD,60569,3,1,set_7482209,,,300
bnk_7482210,7482210,9722,2010-01-02,DEBIT_CARD,61195,98,18,set_7482210,,,9838
bnk_7482210b,7482210,9722,2010-01-02,DEBIT_CARD,61195,98,18,set_7482210b,,,9838
bnk_7482211,7482211,626,2010-01-02,CREDIT_CARD,32606,13,2,set_7482211,,,641
bnk_7482213,7482213,1830,2010-01-02,DEBIT_CARD,89069,18,3,set_7482213,,,1759
bnk_7482214,7482214,2291,2010-01-02,DEBIT_CARD,20519,23,4,set_7482214,,,2318
bnk_7482215,7482215,8799,2010-01-02,DEBIT_CARD,31893,89,16,set_7482215,,,8904
bnk_7482216,7482216,34945,2010-01-02,DEBIT_CARD,38035,354,64,set_7482216,,,35363
bnk_7482217,7482217,9684,2010-01-02,DEBIT_CARD,61195,98,18,set_7482217,,,9800
bnk_7482222,7482222,10943,2010-01-02,CREDIT_CARD,30286,224,40,set_7482222,,,11207
bnk_7482223,7482223,95,2010-01-02,DEBIT_CARD,14528,1,0,set_7482223,,,96
bnk_7482223b,7482223,95,2010-01-02,DEBIT_CARD,14528,1,0,set_7482223b,,,96
bnk_7482224,7482224,8579,2010-01-02,CREDIT_CARD,92883,176,32,set_7482224,,,8787
bnk_7482225,7482225,1545,2010-01-02,DEBIT_CARD,78680,16,3,set_7482225,,,1564
bnk_7482226,7482226,825,2010-01-02,DEBIT_CARD,25000,8,1,set_7482226,,,834
bnk_7482230,7482230,3306,2010-01-02,CREDIT_CARD,15143,68,12,set_7482230,,,3386
bnk_7482231,7482231,4752,2010-01-02,CREDIT_CARD,78454,97,17,set_7482231,,,4866
bnk_7482232,7482232,808,2010-01-02,CREDIT_CARD,61195,17,3,set_7482232,,,828
bnk_7482233,7482233,11858,2010-01-02,DEBIT_CARD,27092,120,22,set_7482233,,,12000
bnk_7482234,7482234,2024,2010-01-02,CREDIT_CARD,16798,41,7,set_7482234,,,2072
bnk_7482236,7482236,1174,2010-01-02,DEBIT_CARD,54603,12,2,set_7482236,,,1188
bnk_7482238,7482238,5229,2010-01-02,DEBIT_CARD,35315,53,10,set_7482238,,,5292
bnk_7482239,7482239,16128,2010-01-02,DEBIT_CARD,54850,163,29,set_7482239,,,16320
bnk_7482240,7482240,5687,2010-01-02,CREDIT_CARD,96188,117,21,set_7482240,,,5825
bnk_7482241,7482241,4188,2010-01-02,DEBIT_CARD,83011,42,8,set_7482241,,,4239
bnk_7482243,7482243,7128,2010-01-02,DEBIT_CARD,98648,72,13,set_7482243,,,7213
bnk_7482244,7482244,1766,2010-01-02,DEBIT_CARD,50939,18,3,set_7482244,,,1787
bnk_7482246,7482246,4275,2010-01-02,DEBIT_CARD,11947,43,8,set_7482246,,,4326
bnk_7482247,7482247,348,2010-01-02,DEBIT_CARD,18563,4,1,set_7482247,,,353
bnk_7482248,7482248,4095,2010-01-02,DEBIT_CARD,39021,41,7,set_7482248,,,4144
bnk_7482249,7482249,20510,2010-01-02,DEBIT_CARD,51300,206,37,set_7482249,,,20624
bnk_7482250,7482250,6193,2010-01-02,DEBIT_CARD,10126,63,11,set_7482250,,,6267
bnk_7482251,7482251,5947,2010-01-02,DEBIT_CARD,17493,60,11,set_7482251,,,6018
bnk_7482252,7482252,9882,2010-01-02,DEBIT_CARD,27092,100,18,set_7482252,,,10000
bnk_7482253,7482253,232,2010-01-02,CREDIT_CARD,18563,5,1,set_7482253,,,238
bnk_7482254,7482254,1800,2010-01-02,CREDIT_CARD,38324,37,7,set_7482254,,,1844
bnk_7482255,7482255,5929,2010-01-02,DEBIT_CARD,27092,60,11,set_7482255,,,6000
bnk_7482257,7482257,7716,2010-01-02,DEBIT_CARD,60569,78,14,set_7482257,,,7808
bnk_7482258,7482258,4495,2010-01-02,DEBIT_CARD,75936,45,8,set_7482258,,,4548
bnk_7482260,7482260,3497,2010-01-02,CREDIT_CARD,44700,72,13,set_7482260,,,3583
bnk_7482261,7482261,8788,2010-01-02,CREDIT_CARD,50867,180,32,set_7482261,,,9000
bnk_7482262,7482262,1227,2010-01-02,DEBIT_CARD,61195,12,2,set_7482262,,,1241
bnk_7482263,7482263,2988,2010-01-02,DEBIT_CARD,8813,30,5,set_7482263,,,3023
bnk_7482264,7482264,1953,2010-01-02,CREDIT_CARD,27092,40,7,set_7482264,,,2000
bnk_7482265,7482265,371,2010-01-02,CREDIT_CARD,48919,8,1,set_7482265,,,380
bnk_7482267,7482267,9289,2010-01-02,DEBIT_CARD,43293,94,17,set_7482267,,,9400
bnk_7482268,7482268,608,2010-01-02,DEBIT_CARD,42128,6,1,set_7482268,,,615
bnk_7482269,7482269,6306,2010-01-02,CREDIT_CARD,98648,129,23,set_7482269,,,6458
bnk_7482271,7482271,2944,2010-01-02,DEBIT_CARD,30055,30,5,set_7482271,,,2979
bnk_7482272,7482272,9438,2010-01-02,DEBIT_CARD,45926,96,17,set_7482272,,,9551
bnk_7482273,7482273,1254,2010-01-02,DEBIT_CARD,48618,13,2,set_7482273,,,1269
bnk_7482274,7482274,5644,2010-01-02,DEBIT_CARD,88728,57,10,set_7482274,,,5711
bnk_7482276,7482276,4230,2010-01-02,CREDIT_CARD,30055,87,16,set_7482276,,,4333
bnk_7482277,7482277,1338,2010-01-02,CREDIT_CARD,97448,26,5,set_7482277,,,1288
bnk_7482278,7482278,4614,2010-01-02,DEBIT_CARD,88552,47,8,set_7482278,,,4669
bnk_7482280,7482280,4703,2010-01-02,DEBIT_CARD,63314,48,9,set_7482280,,,4760
bnk_7482281,7482281,6569,2010-01-02,DEBIT_CARD,13523,66,12,set_7482281,,,6647
bnk_7482282,7482282,2647,2010-01-02,CREDIT_CARD,16566,54,10,set_7482282,,,2711
bnk_7482283,7482283,1595,2010-01-02,DEBIT_CARD,27274,16,3,set_7482283,,,1614
bnk_7482284,7482284,5849,2010-01-02,DEBIT_CARD,23481,59,11,set_7482284,,,5919
bnk_7482285,7482285,4301,2010-01-02,CREDIT_CARD,88646,88,16,set_7482285,,,4405
bnk_7482286,7482286,704,2010-01-02,DEBIT_CARD,43293,7,1,set_7482286,,,712
bnk_7482287,7482287,2226,2010-01-02,DEBIT_CARD,90250,23,4,set_7482287,,,2253
bnk_7482288,7482288,2467,2010-01-02,DEBIT_CARD,2703,25,5,set_7482288,,,2497
bnk_7482289,7482289,217,2010-01-02,DEBIT_CARD,56678,2,0,set_7482289,,,219
bnk_7482290,7482290,2100,2010-01-02,DEBIT_CARD,18563,21,4,set_7482290,,,2125
bnk_7482292,7482292,15066,2010-01-02,CREDIT_CARD,79927,309,56,set_7482292,,,15431
bnk_7482293,7482293,4872,2010-01-02,CREDIT_CARD,81567,100,18,set_7482293,,,4990
bnk_7482295,7482295,754,2010-01-02,DEBIT_CARD,75781,8,1,set_7482295,,,763
bnk_7482296,7482296,2525,2010-01-02,DEBIT_CARD,5865,26,5,set_7482296,,,2556
bnk_7482297,7482297,8341,2010-01-02,DEBIT_CARD,88105,84,15,set_7482297,,,8440
bnk_7482299,7482299,4183,2010-01-02,CREDIT_CARD,81215,86,15,set_7482299,,,4284
bnk_7482301,7482301,13835,2010-01-02,DEBIT_CARD,27092,140,25,set_7482301,,,14000
bnk_7482303,7482303,1460,2010-01-02,DEBIT_CARD,50404,15,3,set_7482303,,,1478
bnk_7482304,7482304,17113,2010-01-02,DEBIT_CARD,9932,173,31,set_7482304,,,17317
bnk_7482305,7482305,10037,2010-01-02,DEBIT_CARD,60569,102,18,set_7482305,,,10157
bnk_7482306,7482306,12282,2010-01-02,DEBIT_CARD,3558,124,22,set_7482306,,,12428
bnk_7482308,7482308,5154,2010-01-02,DEBIT_CARD,73760,52,9,set_7482308,,,5215
bnk_7482309,7482309,7443,2010-01-02,DEBIT_CARD,61746,75,14,set_7482309,,,7532
bnk_7482310,7482310,3071,2010-01-02,CREDIT_CARD,25887,63,11,set_7482310,,,3145
bnk_7482311,7482311,1489,2010-01-02,DEBIT_CARD,50783,15,3,set_7482311,,,1507
bnk_7482312,7482312,460,2010-01-02,DEBIT_CARD,50783,5,1,set_7482312,,,466
bnk_7482313,7482313,2290,2010-01-02,DEBIT_CARD,99173,23,4,set_7482313,,,2317
bnk_7482314,7482314,5509,2010-01-02,DEBIT_CARD,44578,56,10,set_7482314,,,5575
bnk_7482315,7482315,4341,2010-01-02,CREDIT_CARD,89069,89,16,set_7482315,,,4446
bnk_7482316,7482316,3946,2010-01-02,DEBIT_CARD,32606,40,7,set_7482316,,,3993
bnk_7482317,7482317,2453,2010-01-02,CREDIT_CARD,30055,49,9,set_7482317,,,2456
